0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,7
0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,7
0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,7
0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,2
0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,2
0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,2
0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,7
0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,2
0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,7
0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,5
0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,7
0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,5
0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,7
0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,5
0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,5
0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,5
0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,4
0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,4
0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,5
0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,5
0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,7
0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,5
0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,5
0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,7
0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,7
0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,7
0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,7
0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,7
0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,7
0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,7
0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,7
0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,7
0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,5
0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,0
0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,0
0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,0
0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,0
0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,0
0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,7
0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,7
0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,0
0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,0
0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,7
0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,7
0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,7
0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,7
0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,7
0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,7
0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,7
0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,7
0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,7
0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,7
0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,7
0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,7
0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,7
0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,7
0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,0
0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,0
0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,0
0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,0
0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,0
0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,7
0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,4
0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,0
0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,0
0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,5
0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,0
0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,0
0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,7
0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,5
0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,0
0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,0
0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,0
0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,7
0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,7
0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,7
0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,7
0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,7
0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,7
0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,7
0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,7
0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,7
0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,7
0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,7
0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,7
0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,7
0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,7
0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,7
0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,7
0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,7
0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,7
0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,7
0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,7
0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,0
0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,0
0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,7
0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,7
0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,7
0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,7
0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,7
0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,7
0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,7
0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,5
0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,7
0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,7
0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,7
0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,7
0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,7
0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,7
0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,7
0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,0
0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,7
0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,7
0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,0
0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,7
0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,7
0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,7
0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,7
0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,7
0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,0
0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,0
0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,0
0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,0
0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,0
0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,0
0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,0
0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,0
0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,0
0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,7
0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,7
0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,7
0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,7
0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,7
0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,7
0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,7
0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,7
0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,7
0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,0
0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,0
0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,0
0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,0
0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,0
0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,0
0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,0
0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,0
0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,0
0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,0
0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,0
0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,0
0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,0
0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,0
0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,0
0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,0
0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,0
0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,0
0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,0
0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,0
0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,0
0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,0
0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,0
0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,0
0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,0
0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,0
0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,0
0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,0
0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,0
0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,0
0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,0
0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,0
0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,0
0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,0
0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,0
0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,0
0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,0
0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,0
0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,0
0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,0
0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,0
0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,0
0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,0
0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,0
0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,0
0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,0
0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,0
0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,0
0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,5
0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,0
0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,0
0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,3
0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,5
0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,5
0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,5
0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,5
0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,3
0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,5
0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,5
0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,9
0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,3
0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,5
0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,5
0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,5
0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,5
0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,5
0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,5
0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,5
0.41,0.42,0.23,0.16,0.5,0.0,0.4,0.22,5
0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22,5
0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,5
0.88,0.72,0.32,0.3,0.5,0.0,0.52,0.33,3
0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,9
0.78,0.73,0.27,0.28,0.5,0.0,0.56,0.22,3
0.77,0.7,0.44,0.29,0.5,0.0,0.56,0.22,3
0.79,0.79,0.42,0.26,0.5,0.0,0.6,0.22,3
0.8,0.83,0.43,0.24,0.5,0.0,0.54,0.22,3
0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,9
0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,9
0.36,0.51,0.51,0.17,0.5,0.0,0.52,0.22,9
0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,9
0.78,0.71,0.35,0.25,0.5,0.0,0.49,0.22,3
