89.0,94.0,56.0,100.0,15.0,83.0,34.0,56.0,89.0,54.0,100.0,19.0,55.0,0.0,0.0,10.0,5
55.0,100.0,22.0,90.0,0.0,54.0,12.0,16.0,58.0,4.0,100.0,20.0,56.0,25.0,18.0,0.0,6
100.0,100.0,46.0,95.0,51.0,59.0,75.0,25.0,30.0,0.0,0.0,17.0,43.0,46.0,83.0,78.0,8
0.0,100.0,13.0,72.0,87.0,78.0,58.0,97.0,49.0,80.0,100.0,58.0,70.0,29.0,47.0,0.0,9
69.0,98.0,22.0,93.0,46.0,71.0,57.0,100.0,85.0,65.0,100.0,22.0,56.0,0.0,0.0,5.0,9
100.0,100.0,55.0,79.0,19.0,53.0,0.0,25.0,26.0,0.0,89.0,8.0,75.0,34.0,7.0,37.0,6
54.0,89.0,100.0,100.0,71.0,91.0,42.0,64.0,63.0,50.0,83.0,27.0,49.0,2.0,0.0,0.0,5
13.0,100.0,0.0,43.0,25.0,0.0,67.0,0.0,100.0,34.0,95.0,87.0,55.0,100.0,15.0,92.0,0
25.0,93.0,0.0,55.0,22.0,0.0,76.0,5.0,100.0,59.0,61.0,100.0,15.0,67.0,11.0,7.0,0
31.0,74.0,71.0,100.0,74.0,79.0,62.0,35.0,44.0,0.0,0.0,4.0,50.0,4.0,100.0,7.0,1
30.0,97.0,93.0,100.0,100.0,99.0,34.0,93.0,1.0,59.0,62.0,43.0,53.0,0.0,0.0,13.0,5
93.0,67.0,83.0,100.0,35.0,88.0,71.0,85.0,100.0,93.0,72.0,59.0,39.0,28.0,0.0,0.0,9
14.0,100.0,75.0,97.0,74.0,99.0,21.0,80.0,42.0,52.0,100.0,24.0,51.0,0.0,0.0,23.0,5
100.0,100.0,60.0,94.0,33.0,62.0,22.0,29.0,47.0,0.0,98.0,12.0,58.0,35.0,0.0,27.0,6
55.0,95.0,0.0,100.0,26.0,67.0,64.0,33.0,50.0,0.0,16.0,29.0,47.0,63.0,100.0,90.0,8
48.0,98.0,16.0,69.0,0.0,32.0,29.0,0.0,84.0,22.0,100.0,60.0,86.0,98.0,24.0,100.0,0
100.0,100.0,53.0,80.0,22.0,50.0,5.0,16.0,46.0,0.0,92.0,19.0,51.0,33.0,0.0,19.0,6
92.0,77.0,88.0,100.0,46.0,83.0,79.0,69.0,100.0,54.0,97.0,18.0,53.0,0.0,0.0,6.0,9
100.0,96.0,65.0,98.0,61.0,80.0,99.0,100.0,81.0,66.0,60.0,32.0,34.0,0.0,0.0,0.0,9
100.0,100.0,49.0,93.0,17.0,64.0,0.0,31.0,18.0,0.0,71.0,5.0,63.0,32.0,8.0,27.0,6
13.0,95.0,62.0,100.0,72.0,61.0,58.0,19.0,37.0,0.0,0.0,31.0,47.0,37.0,100.0,35.0,7
39.0,88.0,47.0,100.0,82.0,81.0,59.0,54.0,24.0,32.0,0.0,7.0,48.0,0.0,100.0,1.0,2
0.0,69.0,26.0,100.0,54.0,67.0,45.0,23.0,5.0,0.0,6.0,0.0,53.0,0.0,100.0,1.0,2
53.0,92.0,16.0,64.0,76.0,40.0,39.0,0.0,0.0,7.0,7.0,54.0,23.0,98.0,100.0,100.0,5
69.0,90.0,33.0,61.0,75.0,16.0,12.0,0.0,0.0,38.0,77.0,59.0,100.0,100.0,20.0,95.0,8
0.0,92.0,46.0,100.0,100.0,92.0,78.0,51.0,59.0,9.0,38.0,0.0,30.0,28.0,95.0,30.0,7
0.0,46.0,45.0,56.0,85.0,75.0,100.0,100.0,98.0,71.0,93.0,42.0,80.0,14.0,80.0,0.0,1
53.0,87.0,14.0,80.0,7.0,29.0,50.0,0.0,100.0,26.0,99.0,76.0,49.0,100.0,0.0,77.0,0
24.0,100.0,0.0,61.0,4.0,17.0,57.0,0.0,100.0,32.0,96.0,75.0,43.0,94.0,11.0,57.0,0
61.0,88.0,98.0,100.0,100.0,95.0,62.0,89.0,32.0,64.0,56.0,33.0,38.0,3.0,0.0,0.0,5
53.0,81.0,66.0,100.0,86.0,70.0,77.0,35.0,43.0,9.0,0.0,8.0,51.0,11.0,100.0,0.0,2
0.0,53.0,30.0,82.0,62.0,100.0,52.0,61.0,50.0,21.0,20.0,3.0,45.0,0.0,100.0,3.0,1
28.0,97.0,20.0,71.0,0.0,26.0,28.0,0.0,74.0,21.0,100.0,63.0,73.0,100.0,24.0,96.0,0
69.0,100.0,42.0,81.0,22.0,52.0,20.0,21.0,60.0,0.0,100.0,15.0,51.0,28.0,0.0,16.0,6
38.0,76.0,0.0,91.0,39.0,45.0,75.0,0.0,24.0,12.0,58.0,58.0,100.0,100.0,37.0,94.0,8
28.0,60.0,15.0,100.0,100.0,98.0,74.0,50.0,21.0,6.0,76.0,0.0,23.0,43.0,0.0,87.0,8
100.0,98.0,54.0,100.0,13.0,83.0,11.0,49.0,53.0,55.0,73.0,27.0,46.0,0.0,0.0,5.0,5
12.0,52.0,65.0,54.0,100.0,23.0,47.0,0.0,39.0,33.0,74.0,67.0,68.0,100.0,0.0,90.0,8
100.0,98.0,61.0,100.0,20.0,89.0,0.0,58.0,36.0,54.0,65.0,37.0,44.0,2.0,6.0,0.0,5
0.0,88.0,61.0,68.0,100.0,90.0,14.0,100.0,24.0,79.0,80.0,54.0,46.0,25.0,3.0,0.0,9
83.0,100.0,9.0,87.0,57.0,44.0,60.0,0.0,0.0,17.0,56.0,56.0,100.0,95.0,10.0,100.0,8
99.0,100.0,51.0,99.0,56.0,77.0,100.0,90.0,96.0,67.0,78.0,38.0,45.0,14.0,0.0,0.0,9
51.0,58.0,83.0,100.0,0.0,92.0,3.0,49.0,68.0,10.0,13.0,0.0,15.0,43.0,100.0,77.0,8
0.0,65.0,51.0,79.0,84.0,100.0,100.0,94.0,92.0,70.0,83.0,46.0,73.0,22.0,78.0,0.0,1
97.0,100.0,51.0,77.0,19.0,48.0,0.0,18.0,44.0,0.0,100.0,16.0,65.0,31.0,12.0,14.0,6
87.0,100.0,36.0,71.0,85.0,35.0,52.0,0.0,0.0,13.0,51.0,49.0,100.0,85.0,44.0,97.0,8
6.0,97.0,58.0,100.0,100.0,85.0,76.0,56.0,44.0,29.0,25.0,0.0,0.0,29.0,53.0,37.0,7
0.0,92.0,33.0,99.0,84.0,100.0,100.0,92.0,67.0,71.0,45.0,47.0,30.0,21.0,27.0,0.0,7
32.0,84.0,79.0,64.0,85.0,100.0,35.0,78.0,74.0,68.0,100.0,37.0,82.0,0.0,0.0,0.0,9
0.0,71.0,1.0,21.0,47.0,0.0,93.0,10.0,100.0,59.0,66.0,95.0,19.0,100.0,10.0,59.0,0
96.0,43.0,63.0,0.0,1.0,7.0,0.0,57.0,38.0,100.0,100.0,94.0,81.0,45.0,36.0,7.0,0
55.0,100.0,39.0,85.0,12.0,49.0,17.0,12.0,78.0,0.0,100.0,27.0,41.0,38.0,0.0,9.0,6
0.0,95.0,3.0,97.0,69.0,100.0,100.0,100.0,52.0,80.0,23.0,55.0,16.0,26.0,34.0,0.0,7
46.0,78.0,59.0,42.0,51.0,0.0,0.0,6.0,47.0,39.0,100.0,69.0,90.0,100.0,21.0,94.0,8
45.0,84.0,73.0,100.0,100.0,98.0,82.0,72.0,69.0,43.0,61.0,14.0,31.0,0.0,0.0,2.0,3
88.0,97.0,28.0,91.0,26.0,43.0,100.0,5.0,0.0,0.0,37.0,51.0,94.0,100.0,31.0,87.0,8
54.0,57.0,70.0,100.0,0.0,83.0,37.0,41.0,90.0,0.0,19.0,0.0,36.0,45.0,100.0,82.0,8
10.0,73.0,0.0,38.0,26.0,0.0,75.0,12.0,100.0,52.0,89.0,95.0,39.0,100.0,3.0,67.0,0
68.0,100.0,41.0,94.0,13.0,61.0,0.0,27.0,32.0,0.0,100.0,20.0,60.0,32.0,9.0,7.0,6
43.0,92.0,70.0,100.0,68.0,66.0,39.0,37.0,0.0,18.0,17.0,34.0,56.0,13.0,100.0,0.0,2
5.0,85.0,44.0,100.0,72.0,71.0,52.0,33.0,21.0,0.0,0.0,34.0,50.0,41.0,100.0,45.0,7
3.0,88.0,0.0,51.0,16.0,10.0,64.0,0.0,98.0,34.0,100.0,76.0,56.0,100.0,5.0,85.0,0
29.0,79.0,80.0,70.0,75.0,100.0,16.0,79.0,91.0,78.0,100.0,46.0,81.0,10.0,0.0,0.0,9
8.0,65.0,3.0,100.0,46.0,99.0,35.0,55.0,0.0,24.0,4.0,8.0,52.0,0.0,100.0,2.0,2
0.0,85.0,41.0,100.0,62.0,73.0,57.0,36.0,49.0,0.0,27.0,20.0,53.0,32.0,100.0,35.0,7
100.0,100.0,54.0,83.0,23.0,56.0,5.0,24.0,32.0,0.0,77.0,11.0,46.0,34.0,0.0,28.0,6
33.0,76.0,68.0,100.0,71.0,64.0,42.0,29.0,4.0,0.0,0.0,15.0,49.0,15.0,100.0,7.0,2
25.0,75.0,85.0,100.0,49.0,72.0,18.0,40.0,0.0,7.0,51.0,0.0,100.0,28.0,49.0,29.0,6
89.0,100.0,43.0,90.0,64.0,73.0,67.0,77.0,82.0,44.0,100.0,12.0,54.0,0.0,0.0,4.0,9
54.0,100.0,96.0,93.0,81.0,72.0,77.0,54.0,100.0,30.0,83.0,7.0,41.0,0.0,0.0,8.0,3
14.0,81.0,0.0,56.0,48.0,60.0,100.0,30.0,50.0,0.0,18.0,52.0,18.0,97.0,97.0,100.0,5
0.0,92.0,35.0,100.0,82.0,80.0,75.0,40.0,67.0,0.0,41.0,8.0,42.0,33.0,100.0,34.0,7
21.0,79.0,14.0,100.0,61.0,75.0,51.0,35.0,0.0,12.0,16.0,10.0,79.0,0.0,100.0,30.0,2
100.0,100.0,57.0,94.0,29.0,76.0,48.0,63.0,83.0,49.0,71.0,19.0,36.0,0.0,0.0,4.0,5
31.0,96.0,18.0,51.0,27.0,100.0,26.0,67.0,40.0,17.0,0.0,0.0,44.0,6.0,100.0,7.0,1
17.0,77.0,38.0,100.0,54.0,73.0,32.0,39.0,0.0,11.0,6.0,10.0,53.0,0.0,100.0,3.0,2
0.0,79.0,42.0,100.0,57.0,68.0,50.0,31.0,53.0,0.0,24.0,32.0,44.0,50.0,100.0,53.0,7
35.0,96.0,12.0,50.0,51.0,38.0,52.0,0.0,0.0,2.0,10.0,53.0,37.0,95.0,100.0,100.0,5
0.0,66.0,57.0,80.0,100.0,100.0,97.0,89.0,87.0,64.0,89.0,40.0,84.0,15.0,34.0,0.0,1
0.0,84.0,42.0,100.0,59.0,74.0,42.0,45.0,10.0,19.0,1.0,16.0,55.0,16.0,100.0,0.0,2
81.0,100.0,47.0,96.0,14.0,62.0,6.0,22.0,53.0,0.0,100.0,19.0,46.0,34.0,0.0,12.0,6
23.0,89.0,68.0,100.0,100.0,88.0,68.0,67.0,63.0,45.0,90.0,25.0,50.0,8.0,0.0,0.0,3
0.0,60.0,9.0,62.0,54.0,81.0,99.0,100.0,100.0,82.0,76.0,55.0,52.0,28.0,33.0,0.0,1
0.0,89.0,36.0,100.0,58.0,72.0,54.0,36.0,56.0,0.0,28.0,11.0,48.0,27.0,100.0,30.0,7
0.0,79.0,47.0,96.0,100.0,100.0,80.0,74.0,39.0,51.0,5.0,26.0,25.0,4.0,82.0,0.0,2
0.0,98.0,22.0,65.0,100.0,89.0,17.0,100.0,18.0,74.0,85.0,70.0,58.0,30.0,1.0,0.0,9
58.0,67.0,24.0,85.0,86.0,100.0,92.0,70.0,48.0,42.0,0.0,14.0,29.0,0.0,100.0,7.0,2
53.0,90.0,95.0,100.0,100.0,74.0,74.0,49.0,40.0,28.0,0.0,10.0,26.0,0.0,78.0,4.0,2
0.0,78.0,33.0,100.0,70.0,79.0,53.0,43.0,10.0,23.0,10.0,32.0,57.0,20.0,100.0,0.0,2
80.0,100.0,24.0,98.0,28.0,70.0,92.0,91.0,94.0,86.0,100.0,50.0,70.0,18.0,0.0,0.0,9
0.0,78.0,35.0,100.0,74.0,86.0,42.0,55.0,57.0,31.0,100.0,8.0,58.0,0.0,8.0,8.0,3
86.0,100.0,32.0,92.0,1.0,55.0,0.0,16.0,60.0,0.0,100.0,31.0,31.0,34.0,7.0,1.0,6
23.0,93.0,30.0,64.0,90.0,36.0,59.0,0.0,12.0,12.0,0.0,54.0,13.0,91.0,100.0,100.0,5
15.0,70.0,20.0,32.0,54.0,0.0,96.0,24.0,100.0,66.0,68.0,100.0,16.0,92.0,0.0,52.0,0
40.0,81.0,69.0,100.0,97.0,80.0,66.0,55.0,100.0,41.0,100.0,15.0,53.0,0.0,0.0,0.0,3
0.0,96.0,31.0,100.0,81.0,93.0,76.0,48.0,56.0,1.0,44.0,0.0,49.0,32.0,100.0,35.0,7
100.0,85.0,58.0,100.0,10.0,97.0,28.0,76.0,77.0,73.0,54.0,53.0,21.0,28.0,0.0,0.0,9
64.0,77.0,86.0,100.0,100.0,79.0,83.0,54.0,79.0,28.0,90.0,5.0,36.0,0.0,0.0,1.0,3
25.0,90.0,42.0,100.0,15.0,63.0,0.0,26.0,42.0,0.0,100.0,3.0,80.0,28.0,59.0,6.0,6
100.0,100.0,49.0,93.0,21.0,62.0,0.0,32.0,12.0,0.0,88.0,8.0,93.0,34.0,16.0,22.0,6
0.0,96.0,47.0,100.0,71.0,70.0,67.0,35.0,58.0,0.0,100.0,1.0,74.0,17.0,19.0,18.0,7
35.0,77.0,6.0,50.0,3.0,8.0,58.0,0.0,100.0,29.0,94.0,70.0,52.0,100.0,0.0,84.0,0
41.0,80.0,60.0,100.0,100.0,97.0,98.0,73.0,94.0,48.0,75.0,26.0,42.0,9.0,0.0,0.0,3
9.0,91.0,71.0,100.0,91.0,68.0,68.0,34.0,41.0,0.0,0.0,15.0,15.0,32.0,100.0,34.0,7
83.0,61.0,96.0,97.0,50.0,100.0,54.0,66.0,100.0,62.0,92.0,21.0,49.0,0.0,0.0,3.0,9
16.0,90.0,0.0,46.0,67.0,42.0,88.0,2.0,29.0,0.0,7.0,49.0,18.0,93.0,100.0,100.0,5
0.0,83.0,21.0,100.0,62.0,93.0,57.0,46.0,51.0,0.0,29.0,10.0,56.0,21.0,100.0,28.0,7
43.0,95.0,20.0,65.0,45.0,25.0,9.0,0.0,0.0,27.0,20.0,71.0,55.0,91.0,100.0,100.0,5
18.0,76.0,50.0,86.0,100.0,100.0,93.0,80.0,70.0,60.0,48.0,40.0,23.0,20.0,0.0,0.0,1
0.0,45.0,29.0,67.0,62.0,89.0,100.0,100.0,84.0,75.0,65.0,50.0,53.0,26.0,49.0,0.0,1
87.0,100.0,54.0,64.0,0.0,31.0,9.0,25.0,96.0,33.0,100.0,65.0,70.0,38.0,41.0,0.0,4
0.0,42.0,22.0,57.0,69.0,79.0,100.0,100.0,69.0,75.0,38.0,51.0,14.0,26.0,3.0,0.0,1
27.0,100.0,8.0,73.0,0.0,45.0,11.0,17.0,51.0,0.0,100.0,3.0,82.0,20.0,37.0,9.0,6
6.0,79.0,49.0,100.0,100.0,97.0,79.0,67.0,40.0,43.0,0.0,18.0,32.0,1.0,91.0,0.0,2
28.0,74.0,68.0,100.0,97.0,87.0,61.0,57.0,100.0,38.0,96.0,8.0,44.0,0.0,0.0,13.0,3
58.0,84.0,91.0,100.0,100.0,84.0,77.0,60.0,87.0,35.0,80.0,10.0,41.0,1.0,0.0,0.0,3
0.0,82.0,44.0,98.0,100.0,100.0,93.0,75.0,53.0,55.0,78.0,35.0,58.0,13.0,7.0,0.0,3
12.0,90.0,67.0,100.0,71.0,70.0,26.0,44.0,71.0,47.0,100.0,19.0,50.0,0.0,0.0,14.0,3
100.0,100.0,44.0,99.0,6.0,73.0,15.0,48.0,65.0,60.0,85.0,26.0,49.0,0.0,0.0,12.0,5
85.0,76.0,67.0,68.0,16.0,78.0,59.0,100.0,100.0,85.0,79.0,53.0,41.0,26.0,0.0,0.0,9
51.0,85.0,83.0,100.0,100.0,90.0,81.0,66.0,73.0,40.0,73.0,16.0,39.0,2.0,0.0,0.0,3
80.0,100.0,52.0,63.0,7.0,35.0,0.0,32.0,67.0,34.0,100.0,53.0,77.0,36.0,53.0,0.0,4
39.0,96.0,57.0,59.0,100.0,94.0,34.0,100.0,61.0,66.0,78.0,66.0,71.0,15.0,0.0,0.0,9
26.0,100.0,6.0,80.0,0.0,48.0,63.0,43.0,100.0,69.0,98.0,60.0,86.0,27.0,83.0,0.0,4
0.0,62.0,33.0,81.0,70.0,99.0,100.0,100.0,85.0,75.0,67.0,50.0,51.0,25.0,37.0,0.0,1
55.0,89.0,85.0,100.0,100.0,81.0,78.0,60.0,69.0,35.0,64.0,9.0,33.0,0.0,0.0,3.0,3
0.0,82.0,9.0,59.0,56.0,34.0,41.0,0.0,10.0,30.0,3.0,67.0,42.0,96.0,100.0,100.0,5
0.0,82.0,34.0,100.0,78.0,90.0,49.0,62.0,80.0,49.0,100.0,18.0,62.0,0.0,18.0,13.0,3
78.0,99.0,21.0,85.0,0.0,50.0,5.0,14.0,59.0,0.0,100.0,27.0,100.0,65.0,79.0,100.0,0
0.0,93.0,41.0,100.0,57.0,65.0,47.0,26.0,21.0,0.0,2.0,35.0,51.0,38.0,100.0,36.0,7
0.0,100.0,52.0,94.0,74.0,60.0,71.0,23.0,55.0,0.0,9.0,21.0,43.0,31.0,100.0,31.0,7
36.0,100.0,3.0,88.0,0.0,64.0,54.0,55.0,100.0,67.0,73.0,45.0,46.0,23.0,29.0,0.0,4
18.0,74.0,49.0,100.0,53.0,67.0,31.0,31.0,0.0,0.0,13.0,11.0,59.0,2.0,100.0,8.0,2
13.0,78.0,49.0,100.0,65.0,76.0,38.0,48.0,4.0,23.0,0.0,9.0,54.0,14.0,100.0,0.0,2
100.0,100.0,64.0,98.0,36.0,99.0,34.0,68.0,59.0,60.0,62.0,36.0,32.0,17.0,0.0,0.0,5
0.0,87.0,42.0,100.0,100.0,94.0,87.0,73.0,67.0,53.0,64.0,32.0,69.0,11.0,22.0,0.0,3
53.0,85.0,60.0,100.0,57.0,67.0,32.0,39.0,0.0,15.0,29.0,5.0,69.0,0.0,100.0,24.0,2
0.0,92.0,28.0,100.0,67.0,74.0,70.0,35.0,48.0,0.0,5.0,24.0,45.0,34.0,100.0,34.0,7
4.0,64.0,27.0,100.0,31.0,83.0,26.0,39.0,0.0,8.0,5.0,3.0,52.0,2.0,100.0,0.0,1
18.0,75.0,51.0,100.0,65.0,72.0,41.0,35.0,8.0,3.0,0.0,0.0,50.0,6.0,100.0,15.0,2
0.0,82.0,33.0,100.0,77.0,89.0,87.0,57.0,72.0,25.0,53.0,0.0,51.0,27.0,100.0,24.0,7
11.0,72.0,45.0,100.0,100.0,98.0,90.0,60.0,49.0,31.0,0.0,10.0,15.0,2.0,74.0,0.0,2
100.0,100.0,50.0,91.0,19.0,66.0,0.0,40.0,0.0,13.0,48.0,0.0,94.0,15.0,44.0,21.0,6
38.0,67.0,50.0,100.0,73.0,67.0,41.0,26.0,0.0,2.0,9.0,12.0,54.0,1.0,100.0,0.0,2
48.0,100.0,20.0,88.0,0.0,72.0,4.0,54.0,21.0,39.0,52.0,28.0,79.0,15.0,100.0,0.0,4
18.0,89.0,100.0,100.0,53.0,93.0,10.0,64.0,53.0,77.0,96.0,52.0,68.0,21.0,0.0,0.0,5
2.0,59.0,0.0,86.0,41.0,100.0,100.0,100.0,88.0,79.0,59.0,55.0,38.0,28.0,35.0,0.0,7
0.0,94.0,35.0,100.0,60.0,71.0,55.0,29.0,49.0,0.0,29.0,39.0,50.0,57.0,100.0,57.0,7
54.0,89.0,75.0,100.0,90.0,75.0,69.0,48.0,100.0,30.0,83.0,8.0,40.0,0.0,0.0,8.0,3
6.0,91.0,55.0,100.0,58.0,90.0,49.0,64.0,88.0,42.0,100.0,12.0,51.0,0.0,0.0,4.0,3
100.0,100.0,53.0,89.0,19.0,63.0,0.0,31.0,13.0,0.0,63.0,1.0,75.0,29.0,29.0,43.0,6
74.0,100.0,38.0,91.0,15.0,62.0,0.0,30.0,13.0,0.0,69.0,0.0,100.0,26.0,46.0,32.0,6
2.0,90.0,60.0,100.0,100.0,72.0,72.0,36.0,40.0,0.0,88.0,12.0,79.0,29.0,0.0,31.0,7
13.0,75.0,44.0,100.0,52.0,65.0,32.0,30.0,0.0,0.0,0.0,11.0,50.0,5.0,100.0,5.0,2
31.0,100.0,15.0,84.0,2.0,65.0,0.0,45.0,20.0,29.0,48.0,21.0,79.0,14.0,100.0,0.0,4
0.0,81.0,29.0,100.0,64.0,82.0,67.0,40.0,50.0,0.0,23.0,32.0,60.0,43.0,100.0,51.0,7
39.0,74.0,65.0,100.0,65.0,60.0,38.0,21.0,0.0,0.0,23.0,22.0,62.0,4.0,100.0,4.0,2
11.0,99.0,57.0,100.0,66.0,54.0,41.0,8.0,51.0,0.0,100.0,29.0,59.0,41.0,0.0,51.0,7
58.0,100.0,49.0,99.0,23.0,74.0,0.0,51.0,55.0,46.0,100.0,46.0,82.0,26.0,62.0,0.0,4
40.0,92.0,77.0,100.0,90.0,85.0,75.0,56.0,100.0,29.0,79.0,6.0,40.0,1.0,0.0,0.0,3
35.0,78.0,62.0,100.0,92.0,78.0,69.0,49.0,77.0,49.0,100.0,20.0,56.0,0.0,0.0,14.0,3
15.0,100.0,2.0,79.0,0.0,57.0,48.0,49.0,100.0,56.0,97.0,43.0,87.0,21.0,98.0,0.0,4
26.0,94.0,67.0,100.0,100.0,89.0,66.0,68.0,92.0,39.0,84.0,14.0,41.0,7.0,0.0,0.0,3
0.0,83.0,28.0,100.0,59.0,88.0,42.0,57.0,22.0,28.0,31.0,0.0,70.0,1.0,100.0,2.0,2
0.0,91.0,39.0,100.0,72.0,90.0,79.0,69.0,92.0,50.0,100.0,31.0,89.0,12.0,52.0,0.0,3
100.0,100.0,65.0,78.0,29.0,57.0,0.0,34.0,57.0,39.0,77.0,51.0,58.0,26.0,51.0,0.0,4
11.0,100.0,0.0,82.0,6.0,52.0,65.0,57.0,100.0,83.0,77.0,60.0,54.0,31.0,36.0,0.0,4
39.0,100.0,10.0,76.0,0.0,41.0,52.0,25.0,89.0,45.0,100.0,67.0,78.0,33.0,57.0,0.0,4
52.0,100.0,20.0,71.0,0.0,40.0,61.0,39.0,100.0,47.0,76.0,68.0,76.0,34.0,78.0,0.0,4
46.0,100.0,22.0,66.0,0.0,32.0,69.0,38.0,100.0,45.0,56.0,65.0,53.0,28.0,51.0,0.0,4
19.0,100.0,1.0,79.0,0.0,57.0,39.0,46.0,87.0,51.0,87.0,41.0,81.0,19.0,100.0,0.0,4
84.0,100.0,12.0,80.0,0.0,59.0,88.0,62.0,100.0,92.0,61.0,79.0,40.0,40.0,27.0,0.0,4
